Date,Control Point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total
26-05-2023,Lok Ma Chau,Departure,14391,2229,234,16854
26-05-2023,Man Kam To,Arrival,1175,476,19,1670
26-05-2023,Man Kam To,Departure,1968,382,25,2375
26-05-2023,Sha Tau Kok,Arrival,0,0,0,0
26-05-2023,Sha Tau Kok,Departure,0,0,0,0
26-05-2023,Shenzhen Bay,Arrival,27544,7453,814,35811
26-05-2023,Shenzhen Bay,Departure,48340,6847,523,55710
26-05-2023,China Ferry Terminal,Arrival,689,445,70,1204
26-05-2023,China Ferry Terminal,Departure,2543,406,27,2976
26-05-2023,Harbour Control,Arrival,26,0,56,82
26-05-2023,Harbour Control,Departure,1,0,57,58
26-05-2023,Kai Tak Cruise Terminal,Arrival,1088,0,509,1597
26-05-2023,Kai Tak Cruise Terminal,Departure,1438,222,223,1883
26-05-2023,Macau Ferry Terminal,Arrival,8585,886,2153,11624
26-05-2023,Macau Ferry Terminal,Departure,13128,1009,1451,15588
27-05-2023,Airport,Arrival,28428,7254,10775,46457
27-05-2023,Airport,Departure,21175,5702,10122,36999
27-05-2023,Express Rail Link West Kowloon,Arrival,14843,26530,1068,42441
27-05-2023,Express Rail Link West Kowloon,Departure,11773,17504,680,29957
27-05-2023,Hung Hom,Arrival,0,0,0,0
27-05-2023,Hung Hom,Departure,0,0,0,0
27-05-2023,Lo Wu,Arrival,55710,15235,532,71477
27-05-2023,Lo Wu,Departure,53327,17569,431,71327
27-05-2023,Lok Ma Chau Spur Line,Arrival,45813,21804,353,67970
27-05-2023,Lok Ma Chau Spur Line,Departure,45805,21711,298,67814
27-05-2023,Heung Yuen Wai,Arrival,13384,7821,65,21270
27-05-2023,Heung Yuen Wai,Departure,13515,3175,45,16735
27-05-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,31483,5840,6236,43559
27-05-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,22724,7660,5742,36126
27-05-2023,Lok Ma Chau,Arrival,15864,2652,380,18896
27-05-2023,Lok Ma Chau,Departure,8899,4011,248,13158
27-05-2023,Man Kam To,Arrival,1195,859,13,2067
27-05-2023,Man Kam To,Departure,1325,548,7,1880
27-05-2023,Sha Tau Kok,Arrival,0,0,0,0
27-05-2023,Sha Tau Kok,Departure,0,0,0,0
27-05-2023,Shenzhen Bay,Arrival,24140,13064,856,38060
27-05-2023,Shenzhen Bay,Departure,20713,11463,526,32702
27-05-2023,China Ferry Terminal,Arrival,968,944,82,1994
27-05-2023,China Ferry Terminal,Departure,651,473,21,1145
27-05-2023,Harbour Control,Arrival,0,0,28,28
27-05-2023,Harbour Control,Departure,3,0,32,35
27-05-2023,Kai Tak Cruise Terminal,Arrival,0,0,0,0
27-05-2023,Kai Tak Cruise Terminal,Departure,0,0,0,0
27-05-2023,Macau Ferry Terminal,Arrival,10840,1103,2208,14151
27-05-2023,Macau Ferry Terminal,Departure,8115,1398,1983,11496
28-05-2023,Airport,Arrival,38521,5769,7901,52191
28-05-2023,Airport,Departure,21749,6877,13022,41648
28-05-2023,Express Rail Link West Kowloon,Arrival,33497,15161,677,49335
28-05-2023,Express Rail Link West Kowloon,Departure,8318,22165,973,31456
28-05-2023,Hung Hom,Arrival,0,0,0,0
28-05-2023,Hung Hom,Departure,0,0,0,0
28-05-2023,Lo Wu,Arrival,87649,12222,452,100323
28-05-2023,Lo Wu,Departure,37265,15320,414,52999
28-05-2023,Lok Ma Chau Spur Line,Arrival,65449,15619,307,81375
28-05-2023,Lok Ma Chau Spur Line,Departure,31098,17465,335,48898
28-05-2023,Heung Yuen Wai,Arrival,22819,6649,43,29511
28-05-2023,Heung Yuen Wai,Departure,10182,3744,45,13971
28-05-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,43733,5821,3912,53466
28-05-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,17036,7872,5581,30489
28-05-2023,Lok Ma Chau,Arrival,17805,2052,267,20124
28-05-2023,Lok Ma Chau,Departure,6718,3394,320,10432
28-05-2023,Man Kam To,Arrival,2338,630,10,2978
28-05-2023,Man Kam To,Departure,798,492,5,1295
28-05-2023,Sha Tau Kok,Arrival,0,0,0,0
28-05-2023,Sha Tau Kok,Departure,0,0,0,0
28-05-2023,Shenzhen Bay,Arrival,49792,9898,738,60428
28-05-2023,Shenzhen Bay,Departure,15349,11075,693,27117
28-05-2023,China Ferry Terminal,Arrival,2738,479,44,3261
28-05-2023,China Ferry Terminal,Departure,442,736,58,1236
28-05-2023,Harbour Control,Arrival,0,0,32,32
28-05-2023,Harbour Control,Departure,0,0,18,18
28-05-2023,Kai Tak Cruise Terminal,Arrival,1439,222,225,1886
28-05-2023,Kai Tak Cruise Terminal,Departure,1066,0,540,1606
28-05-2023,Macau Ferry Terminal,Arrival,12774,745,1402,14921
28-05-2023,Macau Ferry Terminal,Departure,6166,1422,2163,9751
29-05-2023,Airport,Arrival,31517,6933,8127,46577
29-05-2023,Airport,Departure,20949,5954,12035,38938
29-05-2023,Express Rail Link West Kowloon,Arrival,13541,11683,693,25917
29-05-2023,Express Rail Link West Kowloon,Departure,9313,10558,772,20643
29-05-2023,Hung Hom,Arrival,0,0,0,0
29-05-2023,Hung Hom,Departure,0,0,0,0
29-05-2023,Lo Wu,Arrival,47351,10070,398,57819
29-05-2023,Lo Wu,Departure,41788,10548,402,52738
29-05-2023,Lok Ma Chau Spur Line,Arrival,36796,9417,228,46441
29-05-2023,Lok Ma Chau Spur Line,Departure,34611,9337,217,44165
29-05-2023,Heung Yuen Wai,Arrival,9332,4983,64,14379
29-05-2023,Heung Yuen Wai,Departure,9353,2201,38,11592
29-05-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,17493,4125,2547,24165
29-05-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,14782,6550,2717,24049
29-05-2023,Lok Ma Chau,Arrival,9613,2752,175,12540
29-05-2023,Lok Ma Chau,Departure,6188,2546,297,9031
29-05-2023,Man Kam To,Arrival,1893,529,15,2437
29-05-2023,Man Kam To,Departure,1266,372,4,1642
29-05-2023,Sha Tau Kok,Arrival,0,0,0,0
29-05-2023,Sha Tau Kok,Departure,0,0,0,0
29-05-2023,Shenzhen Bay,Arrival,19579,7875,485,27939
29-05-2023,Shenzhen Bay,Departure,16107,7455,594,24156
29-05-2023,China Ferry Terminal,Arrival,855,527,41,1423
29-05-2023,China Ferry Terminal,Departure,598,474,46,1118
29-05-2023,Harbour Control,Arrival,0,0,47,47
29-05-2023,Harbour Control,Departure,27,0,48,75
29-05-2023,Kai Tak Cruise Terminal,Arrival,0,0,0,0
29-05-2023,Kai Tak Cruise Terminal,Departure,0,0,0,0
29-05-2023,Macau Ferry Terminal,Arrival,6336,789,1209,8334
29-05-2023,Macau Ferry Terminal,Departure,5345,1163,1338,7846
30-05-2023,Airport,Arrival,26716,6100,8652,41468
30-05-2023,Airport,Departure,20131,5730,10066,35927
30-05-2023,Express Rail Link West Kowloon,Arrival,9267,9311,602,19180
30-05-2023,Express Rail Link West Kowloon,Departure,8294,9963,603,18860
30-05-2023,Hung Hom,Arrival,0,0,0,0
30-05-2023,Hung Hom,Departure,0,0,0,0
30-05-2023,Lo Wu,Arrival,41918,9705,324,51947
30-05-2023,Lo Wu,Departure,39664,10272,383,50319
30-05-2023,Lok Ma Chau Spur Line,Arrival,33611,10872,208,44691
30-05-2023,Lok Ma Chau Spur Line,Departure,34010,12062,270,46342
30-05-2023,Heung Yuen Wai,Arrival,8585,3320,48,11953
30-05-2023,Heung Yuen Wai,Departure,8975,2467,51,11493
30-05-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,14082,3819,2377,20278
30-05-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,13394,5842,2498,21734
30-05-2023,Lok Ma Chau,Arrival,7562,1625,235,9422
30-05-2023,Lok Ma Chau,Departure,6273,2210,286,8769
30-05-2023,Man Kam To,Arrival,1645,433,7,2085
30-05-2023,Man Kam To,Departure,1594,343,2,1939
30-05-2023,Sha Tau Kok,Arrival,0,0,0,0
30-05-2023,Sha Tau Kok,Departure,0,0,0,0
30-05-2023,Shenzhen Bay,Arrival,16481,6702,535,23718
30-05-2023,Shenzhen Bay,Departure,15360,6842,579,22781
30-05-2023,China Ferry Terminal,Arrival,574,418,56,1048
30-05-2023,China Ferry Terminal,Departure,615,377,43,1035
30-05-2023,Harbour Control,Arrival,26,0,23,49
30-05-2023,Harbour Control,Departure,0,0,49,49
30-05-2023,Kai Tak Cruise Terminal,Arrival,0,0,0,0
30-05-2023,Kai Tak Cruise Terminal,Departure,0,0,0,0
30-05-2023,Macau Ferry Terminal,Arrival,5545,887,1561,7993
30-05-2023,Macau Ferry Terminal,Departure,5339,1241,1417,7997
31-05-2023,Airport,Arrival,25505,6068,9872,41445
31-05-2023,Airport,Departure,22826,5389,8800,37015
31-05-2023,Express Rail Link West Kowloon,Arrival,9181,9157,642,18980
31-05-2023,Express Rail Link West Kowloon,Departure,8232,9132,646,18010
31-05-2023,Hung Hom,Arrival,0,0,0,0
31-05-2023,Hung Hom,Departure,0,0,0,0
31-05-2023,Lo Wu,Arrival,39509,8582,349,48440
31-05-2023,Lo Wu,Departure,37068,9239,353,46660
31-05-2023,Lok Ma Chau Spur Line,Arrival,32367,10525,240,43132
31-05-2023,Lok Ma Chau Spur Line,Departure,32720,11391,240,44351
31-05-2023,Heung Yuen Wai,Arrival,8560,4947,55,13562
31-05-2023,Heung Yuen Wai,Departure,8536,1687,41,10264
31-05-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,12883,3642,2230,18755
31-05-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,11816,5371,2375,19562
31-05-2023,Lok Ma Chau,Arrival,7028,1694,185,8907
31-05-2023,Lok Ma Chau,Departure,5903,2186,297,8386
31-05-2023,Man Kam To,Arrival,1636,453,12,2101
31-05-2023,Man Kam To,Departure,1507,353,20,1880
31-05-2023,Sha Tau Kok,Arrival,0,0,0,0
31-05-2023,Sha Tau Kok,Departure,0,0,0,0
31-05-2023,Shenzhen Bay,Arrival,15453,6400,612,22465
31-05-2023,Shenzhen Bay,Departure,13892,6603,548,21043
31-05-2023,China Ferry Terminal,Arrival,520,550,46,1116
31-05-2023,China Ferry Terminal,Departure,475,415,47,937
31-05-2023,Harbour Control,Arrival,0,0,69,69
31-05-2023,Harbour Control,Departure,41,0,19,60
31-05-2023,Kai Tak Cruise Terminal,Arrival,957,0,849,1806
31-05-2023,Kai Tak Cruise Terminal,Departure,522,1,829,1352
31-05-2023,Macau Ferry Terminal,Arrival,5496,867,1247,7610
31-05-2023,Macau Ferry Terminal,Departure,4423,1227,1218,6868
01-06-2023,Airport,Arrival,20546,7179,12366,40091
01-06-2023,Airport,Departure,24634,4705,7603,36942
01-06-2023,Express Rail Link West Kowloon,Arrival,7634,11066,681,19381
01-06-2023,Express Rail Link West Kowloon,Departure,8885,9743,620,19248
01-06-2023,Hung Hom,Arrival,0,0,0,0
01-06-2023,Hung Hom,Departure,0,0,0,0
01-06-2023,Lo Wu,Arrival,37777,9856,402,48035
01-06-2023,Lo Wu,Departure,37841,10018,371,48230
01-06-2023,Lok Ma Chau Spur Line,Arrival,31301,11427,206,42934
01-06-2023,Lok Ma Chau Spur Line,Departure,33874,12577,207,46658
01-06-2023,Heung Yuen Wai,Arrival,7756,4045,37,11838
01-06-2023,Heung Yuen Wai,Departure,8645,2048,49,10742
01-06-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,11139,3224,2365,16728
01-06-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,11990,6694,2649,21333
01-06-2023,Lok Ma Chau,Arrival,7033,1723,250,9006
01-06-2023,Lok Ma Chau,Departure,5728,2166,269,8163
01-06-2023,Man Kam To,Arrival,1709,493,7,2209
01-06-2023,Man Kam To,Departure,1585,405,5,1995
01-06-2023,Sha Tau Kok,Arrival,0,0,0,0
01-06-2023,Sha Tau Kok,Departure,0,0,0,0
01-06-2023,Shenzhen Bay,Arrival,13592,7449,589,21630
01-06-2023,Shenzhen Bay,Departure,14374,7126,564,22064
01-06-2023,China Ferry Terminal,Arrival,510,451,51,1012
01-06-2023,China Ferry Terminal,Departure,504,432,30,966
01-06-2023,Harbour Control,Arrival,0,0,17,17
01-06-2023,Harbour Control,Departure,0,0,38,38
01-06-2023,Kai Tak Cruise Terminal,Arrival,0,0,0,0
01-06-2023,Kai Tak Cruise Terminal,Departure,0,0,0,0
01-06-2023,Macau Ferry Terminal,Arrival,4510,740,1414,6664
01-06-2023,Macau Ferry Terminal,Departure,4444,1037,1334,6815
02-06-2023,Airport,Arrival,20790,7106,13998,41894
02-06-2023,Airport,Departure,25777,5424,9255,40456
02-06-2023,Express Rail Link West Kowloon,Arrival,8851,12721,721,22293
02-06-2023,Express Rail Link West Kowloon,Departure,13168,9148,675,22991
02-06-2023,Hung Hom,Arrival,0,0,0,0
02-06-2023,Hung Hom,Departure,0,0,0,0
02-06-2023,Lo Wu,Arrival,41225,10458,414,52097
02-06-2023,Lo Wu,Departure,47330,9925,348,57603
02-06-2023,Lok Ma Chau Spur Line,Arrival,34974,13209,305,48488
02-06-2023,Lok Ma Chau Spur Line,Departure,42899,14224,243,57366
02-06-2023,Heung Yuen Wai,Arrival,8682,3163,37,11882
02-06-2023,Heung Yuen Wai,Departure,11282,1803,45,13130
02-06-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,13330,3670,2774,19774
02-06-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,17414,5555,2554,25523
02-06-2023,Lok Ma Chau,Arrival,7639,1985,292,9916
02-06-2023,Lok Ma Chau,Departure,7208,2485,262,9955
02-06-2023,Man Kam To,Arrival,1652,552,10,2214
02-06-2023,Man Kam To,Departure,1809,402,3,2214
02-06-2023,Sha Tau Kok,Arrival,0,0,0,0
02-06-2023,Sha Tau Kok,Departure,0,0,0,0
02-06-2023,Shenzhen Bay,Arrival,16262,8055,748,25065
02-06-2023,Shenzhen Bay,Departure,20014,7332,560,27906
02-06-2023,China Ferry Terminal,Arrival,671,541,45,1257
02-06-2023,China Ferry Terminal,Departure,687,402,35,1124
02-06-2023,Harbour Control,Arrival,1,0,29,30
02-06-2023,Harbour Control,Departure,9,0,61,70
02-06-2023,Kai Tak Cruise Terminal,Arrival,628,0,287,915
02-06-2023,Kai Tak Cruise Terminal,Departure,977,202,276,1455
02-06-2023,Macau Ferry Terminal,Arrival,5355,919,1985,8259
02-06-2023,Macau Ferry Terminal,Departure,6975,1079,1672,9726
03-06-2023,Airport,Arrival,21994,6874,13837,42705
03-06-2023,Airport,Departure,23529,5541,9433,38503
03-06-2023,Express Rail Link West Kowloon,Arrival,9129,21255,811,31195
03-06-2023,Express Rail Link West Kowloon,Departure,14171,15669,728,30568
03-06-2023,Hung Hom,Arrival,0,0,0,0
03-06-2023,Hung Hom,Departure,0,0,0,0
03-06-2023,Lo Wu,Arrival,44456,14174,386,59016
03-06-2023,Lo Wu,Departure,60236,15596,434,76266
03-06-2023,Lok Ma Chau Spur Line,Arrival,37884,21089,311,59284
03-06-2023,Lok Ma Chau Spur Line,Departure,54024,22168,266,76458
03-06-2023,Heung Yuen Wai,Arrival,11022,5498,37,16557
03-06-2023,Heung Yuen Wai,Departure,15721,2419,29,18169
03-06-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,15855,4552,4062,24469
03-06-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,23404,5716,3729,32849
03-06-2023,Lok Ma Chau,Arrival,9722,2272,206,12200
03-06-2023,Lok Ma Chau,Departure,9827,3396,268,13491
03-06-2023,Man Kam To,Arrival,986,724,15,1725
03-06-2023,Man Kam To,Departure,1461,500,7,1968
03-06-2023,Sha Tau Kok,Arrival,0,0,0,0
03-06-2023,Sha Tau Kok,Departure,0,0,0,0
03-06-2023,Shenzhen Bay,Arrival,16431,11945,722,29098
03-06-2023,Shenzhen Bay,Departure,24176,10609,650,35435
03-06-2023,China Ferry Terminal,Arrival,478,707,40,1225
03-06-2023,China Ferry Terminal,Departure,687,443,54,1184
03-06-2023,Harbour Control,Arrival,3,0,52,55
03-06-2023,Harbour Control,Departure,1,0,70,71
03-06-2023,Kai Tak Cruise Terminal,Arrival,0,0,0,0
03-06-2023,Kai Tak Cruise Terminal,Departure,0,0,0,0
03-06-2023,Macau Ferry Terminal,Arrival,5626,1035,2228,8889
03-06-2023,Macau Ferry Terminal,Departure,9070,1217,2150,12437
04-06-2023,Airport,Arrival,27670,6524,11167,45361
04-06-2023,Airport,Departure,23879,6399,13374,43652
04-06-2023,Express Rail Link West Kowloon,Arrival,15372,12681,597,28650
04-06-2023,Express Rail Link West Kowloon,Departure,9055,18578,1035,28668
04-06-2023,Hung Hom,Arrival,0,0,0,0
04-06-2023,Hung Hom,Departure,0,0,0,0
04-06-2023,Lo Wu,Arrival,65364,11528,314,77206
04-06-2023,Lo Wu,Departure,42311,14593,352,57256
04-06-2023,Lok Ma Chau Spur Line,Arrival,49937,15077,216,65230
04-06-2023,Lok Ma Chau Spur Line,Departure,37097,18214,301,55612
04-06-2023,Heung Yuen Wai,Arrival,16316,4729,41,21086
04-06-2023,Heung Yuen Wai,Departure,11511,2415,45,13971
04-06-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,25956,4188,3490,33634
04-06-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,16400,5357,4251,26008
04-06-2023,Lok Ma Chau,Arrival,14958,1670,188,16816
04-06-2023,Lok Ma Chau,Departure,7510,2759,365,10634
04-06-2023,Man Kam To,Arrival,1438,535,5,1978
04-06-2023,Man Kam To,Departure,885,445,16,1346
04-06-2023,Sha Tau Kok,Arrival,0,0,0,0
04-06-2023,Sha Tau Kok,Departure,0,0,0,0
04-06-2023,Shenzhen Bay,Arrival,28357,8032,556,36945
04-06-2023,Shenzhen Bay,Departure,16530,10167,942,27639
04-06-2023,China Ferry Terminal,Arrival,841,406,31,1278
04-06-2023,China Ferry Terminal,Departure,406,644,49,1099
04-06-2023,Harbour Control,Arrival,0,0,49,49
04-06-2023,Harbour Control,Departure,9,0,48,57
04-06-2023,Kai Tak Cruise Terminal,Arrival,975,201,247,1423
04-06-2023,Kai Tak Cruise Terminal,Departure,911,0,285,1196
04-06-2023,Macau Ferry Terminal,Arrival,9159,801,1830,11790
04-06-2023,Macau Ferry Terminal,Departure,5546,1294,2316,9156
05-06-2023,Airport,Arrival,24346,7599,11046,42991
05-06-2023,Airport,Departure,22289,5146,13630,41065
05-06-2023,Express Rail Link West Kowloon,Arrival,9492,12065,554,22111
05-06-2023,Express Rail Link West Kowloon,Departure,8838,8909,764,18511
05-06-2023,Hung Hom,Arrival,0,0,0,0
05-06-2023,Hung Hom,Departure,0,0,0,0
05-06-2023,Lo Wu,Arrival,43991,9458,334,53783
05-06-2023,Lo Wu,Departure,40506,9576,411,50493
05-06-2023,Lok Ma Chau Spur Line,Arrival,34741,9786,214,44741
05-06-2023,Lok Ma Chau Spur Line,Departure,34711,8942,239,43892
05-06-2023,Heung Yuen Wai,Arrival,9236,3072,37,12345
05-06-2023,Heung Yuen Wai,Departure,9137,1375,42,10554
05-06-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,15132,3592,2545,21269
05-06-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,13796,5276,2622,21694
05-06-2023,Lok Ma Chau,Arrival,8971,2651,175,11797
05-06-2023,Lok Ma Chau,Departure,6720,2448,411,9579
05-06-2023,Man Kam To,Arrival,1793,446,39,2278
05-06-2023,Man Kam To,Departure,1616,336,4,1956
05-06-2023,Sha Tau Kok,Arrival,0,0,0,0
05-06-2023,Sha Tau Kok,Departure,0,0,0,0
05-06-2023,Shenzhen Bay,Arrival,16893,7264,512,24669
05-06-2023,Shenzhen Bay,Departure,16293,6551,943,23787
05-06-2023,China Ferry Terminal,Arrival,509,502,47,1058
05-06-2023,China Ferry Terminal,Departure,626,332,54,1012
05-06-2023,Harbour Control,Arrival,73,0,29,102
05-06-2023,Harbour Control,Departure,12,2,58,72
05-06-2023,Kai Tak Cruise Terminal,Arrival,0,0,0,0
05-06-2023,Kai Tak Cruise Terminal,Departure,0,0,0,0
05-06-2023,Macau Ferry Terminal,Arrival,6370,795,1683,8848
05-06-2023,Macau Ferry Terminal,Departure,5395,1105,1657,8157
06-06-2023,Airport,Arrival,22040,6600,9998,38638
06-06-2023,Airport,Departure,20839,5311,12450,38600
06-06-2023,Express Rail Link West Kowloon,Arrival,8505,13140,632,22277
06-06-2023,Express Rail Link West Kowloon,Departure,8936,9508,720,19164
06-06-2023,Hung Hom,Arrival,0,0,0,0
06-06-2023,Hung Hom,Departure,0,0,0,0
06-06-2023,Lo Wu,Arrival,40957,10249,306,51512
06-06-2023,Lo Wu,Departure,40411,10179,409,50999
06-06-2023,Lok Ma Chau Spur Line,Arrival,32718,11836,249,44803
06-06-2023,Lok Ma Chau Spur Line,Departure,34727,12215,267,47209
06-06-2023,Heung Yuen Wai,Arrival,8491,3242,33,11766
06-06-2023,Heung Yuen Wai,Departure,9096,1373,50,10519
06-06-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,12636,3897,2550,19083
06-06-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,13085,5549,2619,21253
06-06-2023,Lok Ma Chau,Arrival,7364,1981,171,9516
06-06-2023,Lok Ma Chau,Departure,6467,3420,313,10200
06-06-2023,Man Kam To,Arrival,1702,462,15,2179
06-06-2023,Man Kam To,Departure,1613,350,17,1980
06-06-2023,Sha Tau Kok,Arrival,0,0,0,0
06-06-2023,Sha Tau Kok,Departure,0,0,0,0
06-06-2023,Shenzhen Bay,Arrival,15026,7497,538,23061
06-06-2023,Shenzhen Bay,Departure,15871,6781,689,23341
06-06-2023,China Ferry Terminal,Arrival,522,642,52,1216
06-06-2023,China Ferry Terminal,Departure,585,440,68,1093
06-06-2023,Harbour Control,Arrival,3,0,38,41
06-06-2023,Harbour Control,Departure,1,0,42,43
06-06-2023,Kai Tak Cruise Terminal,Arrival,0,0,0,0
06-06-2023,Kai Tak Cruise Terminal,Departure,0,0,0,0
06-06-2023,Macau Ferry Terminal,Arrival,5059,1002,1561,7622
06-06-2023,Macau Ferry Terminal,Departure,4972,1270,1627,7869
07-06-2023,Airport,Arrival,22181,7091,11169,40441
07-06-2023,Airport,Departure,24019,5207,9693,38919
07-06-2023,Express Rail Link West Kowloon,Arrival,8235,12600,732,21567
07-06-2023,Express Rail Link West Kowloon,Departure,8749,10394,740,19883
07-06-2023,Hung Hom,Arrival,0,0,0,0
07-06-2023,Hung Hom,Departure,0,0,0,0
07-06-2023,Lo Wu,Arrival,41152,9934,331,51417
07-06-2023,Lo Wu,Departure,40783,10071,395,51249
07-06-2023,Lok Ma Chau Spur Line,Arrival,33738,11661,242,45641
07-06-2023,Lok Ma Chau Spur Line,Departure,35584,12564,262,48410
07-06-2023,Heung Yuen Wai,Arrival,8374,4144,53,12571
07-06-2023,Heung Yuen Wai,Departure,9191,1536,50,10777
07-06-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,12218,4294,2343,18855
07-06-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,12683,5683,2602,20968
07-06-2023,Lok Ma Chau,Arrival,7532,2124,197,9853
07-06-2023,Lok Ma Chau,Departure,6375,3710,325,10410
07-06-2023,Man Kam To,Arrival,1603,468,3,2074
07-06-2023,Man Kam To,Departure,1501,351,7,1859
07-06-2023,Sha Tau Kok,Arrival,0,0,0,0
07-06-2023,Sha Tau Kok,Departure,0,0,0,0
07-06-2023,Shenzhen Bay,Arrival,15372,7174,627,23173
07-06-2023,Shenzhen Bay,Departure,15508,6985,726,23219
07-06-2023,China Ferry Terminal,Arrival,518,613,37,1168
07-06-2023,China Ferry Terminal,Departure,590,465,58,1113
07-06-2023,Harbour Control,Arrival,0,0,78,78
07-06-2023,Harbour Control,Departure,180,0,52,232
07-06-2023,Kai Tak Cruise Terminal,Arrival,922,563,476,1961
07-06-2023,Kai Tak Cruise Terminal,Departure,715,544,499,1758
07-06-2023,Macau Ferry Terminal,Arrival,5153,1041,1752,7946
07-06-2023,Macau Ferry Terminal,Departure,5114,1508,1296,7918
08-06-2023,Airport,Arrival,20224,7703,12527,40454
08-06-2023,Airport,Departure,25665,5372,9277,40314
08-06-2023,Express Rail Link West Kowloon,Arrival,8591,10454,667,19712
08-06-2023,Express Rail Link West Kowloon,Departure,9956,11773,842,22571
08-06-2023,Hung Hom,Arrival,0,0,0,0
08-06-2023,Hung Hom,Departure,0,0,0,0
08-06-2023,Lo Wu,Arrival,42715,9454,398,52567
08-06-2023,Lo Wu,Departure,41723,9948,438,52109
08-06-2023,Lok Ma Chau Spur Line,Arrival,35213,11694,265,47172
08-06-2023,Lok Ma Chau Spur Line,Departure,36606,13097,253,49956
08-06-2023,Heung Yuen Wai,Arrival,8850,3508,42,12400
08-06-2023,Heung Yuen Wai,Departure,9536,1776,22,11334
08-06-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,13600,4008,2557,20165
08-06-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,13901,7051,2712,23664
08-06-2023,Lok Ma Chau,Arrival,7677,1719,204,9600
08-06-2023,Lok Ma Chau,Departure,6289,3545,295,10129
08-06-2023,Man Kam To,Arrival,1645,493,3,2141
08-06-2023,Man Kam To,Departure,1589,400,6,1995
08-06-2023,Sha Tau Kok,Arrival,0,0,0,0
08-06-2023,Sha Tau Kok,Departure,0,0,0,0
08-06-2023,Shenzhen Bay,Arrival,16116,6815,648,23579
08-06-2023,Shenzhen Bay,Departure,16101,7168,685,23954
08-06-2023,China Ferry Terminal,Arrival,571,508,48,1127
08-06-2023,China Ferry Terminal,Departure,612,596,54,1262
08-06-2023,Harbour Control,Arrival,35,0,50,85
08-06-2023,Harbour Control,Departure,2,0,30,32
08-06-2023,Kai Tak Cruise Terminal,Arrival,0,0,0,0
08-06-2023,Kai Tak Cruise Terminal,Departure,0,0,0,0
08-06-2023,Macau Ferry Terminal,Arrival,5372,985,1610,7967
08-06-2023,Macau Ferry Terminal,Departure,5562,1676,1600,8838
09-06-2023,Airport,Arrival,22644,7803,13943,44390
09-06-2023,Airport,Departure,28656,6098,10118,44872
09-06-2023,Express Rail Link West Kowloon,Arrival,9549,15398,852,25799
09-06-2023,Express Rail Link West Kowloon,Departure,15905,10689,831,27425
09-06-2023,Hung Hom,Arrival,0,0,0,0
09-06-2023,Hung Hom,Departure,0,0,0,0
09-06-2023,Lo Wu,Arrival,44193,11004,374,55571
09-06-2023,Lo Wu,Departure,52387,10725,354,63466
09-06-2023,Lok Ma Chau Spur Line,Arrival,36890,14172,303,51365
09-06-2023,Lok Ma Chau Spur Line,Departure,47473,15028,255,62756
09-06-2023,Heung Yuen Wai,Arrival,9401,3361,46,12808
09-06-2023,Heung Yuen Wai,Departure,12447,1805,26,14278
09-06-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,14415,4353,2777,21545
09-06-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,19080,6193,2667,27940
09-06-2023,Lok Ma Chau,Arrival,8506,2175,351,11032
09-06-2023,Lok Ma Chau,Departure,7805,2541,330,10676
09-06-2023,Man Kam To,Arrival,1561,472,8,2041
09-06-2023,Man Kam To,Departure,1789,389,5,2183
09-06-2023,Sha Tau Kok,Arrival,0,0,0,0
09-06-2023,Sha Tau Kok,Departure,0,0,0,0
09-06-2023,Shenzhen Bay,Arrival,17381,9572,790,27743
09-06-2023,Shenzhen Bay,Departure,22268,8585,669,31522
09-06-2023,China Ferry Terminal,Arrival,702,620,83,1405
09-06-2023,China Ferry Terminal,Departure,929,503,45,1477
09-06-2023,Harbour Control,Arrival,0,0,24,24
09-06-2023,Harbour Control,Departure,2,0,38,40
